電力供給,外気温度,電力需要,太陽電池アレイの発電量1
1,11.7,0.692923441,1.991781856
1,11.6,0.529968062,2.500745447
1,11.4,0.751646152,2.043628319
1,10.8,0.952004471,0.61719135
1,9.9,2.555641341,0.112614538
1,7.7,3.148658626,0
1,6.9,3.207114799,0
1,6.7,2.994023834,0
1,5.2,4.162290391,0
1,5.2,3.769730931,0
1,4.5,1.939438831,0
1,4.2,0.918453467,0
1,4.4,0.376082547,0
1,4.4,0.397229214,0
1,4.5,0.397229214,0
1,4.5,0.376082547,0
1,4.2,10.11393483,0.08213814
1,4.7,2.96168029,0.505433135
1,6.3,2.727240397,0.917557749
1,7.6,1.53872218,2.142946288
1,8.9,2.152242628,3.257447024
1,9,0.665780333,2.039860043
1,9.9,0.731513898,1.675239171
1,10.6,1.381355188,1.646305368
1,11.6,0.692943006,1.834451612
1,11.7,0.529987627,1.223392858
1,12.3,0.397229214,1.584784384
1,12.3,0.867144276,0.93820742
1,10.4,2.377328785,0.083364543
1,8.9,2.900666031,0
1,7.5,2.992963021,0
1,6.4,2.892507591,0
1,5.8,3.978105007,0
1,5.2,3.69065238,0
1,4.9,1.93886647,0
1,4.2,0.918359242,0
1,3.9,0.375988322,0
1,3.4,0.397134989,0
1,4.2,0.397134989,0
1,4.6,0.375988322,0
1,4.9,10.16193764,0.081893255
1,5,3.150438855,0.580731647
1,5.9,3.328787404,1.207534665
1,7.8,1.961370852,4.534123289
1,9.9,2.152740329,3.918067955
1,11.4,0.665686108,3.436774034
1,13.1,0.869809573,5.8780637
1,14.1,1.383036741,3.891390373
1,14.4,0.692848781,2.416858322
1,14.3,0.529893402,1.359860258
1,13.4,0.794684246,1.009755568
1,13.1,0.924196071,0.589330779
1,12.4,2.366001977,0.081913745
1,11.5,2.752102771,0
1,11.2,2.76648109,0
1,11,2.427240645,0
1,9.5,3.505155106,0
1,9.2,3.231520111,0
1,9.7,1.939364171,0
1,9.2,0.918330008,0
1,8.8,0.375959088,0
1,8.5,0.397105755,0
1,8,0.397105755,0
1,7.7,0.375959088,0
1,7.8,4.769095996,0.080842884
1,7.8,2.526034022,0.573522719
1,8.3,2.624894412,0.986293534
1,9.8,1.42140974,2.646563555
1,10.6,2.152711095,4.171077136
1,11.6,0.665656874,4.764899817
1,12.4,0.41141372,2.667967379
1,13.4,1.383007507,3.002949485
1,12.9,0.692819547,5.431140289
1,13.4,0.529864168,1.637553661
1,13.6,0.397105755,0.99784498
1,13,0.562106317,0.594739796
1,11.4,1.755551661,0.082638281
1,9.7,2.628234348,0
1,8.4,2.684394212,0
1,8.3,2.473284172,0
1,6.9,3.651744285,0
1,7.1,3.369834899,0
1,6.5,1.939334936,0
1,6.2,0.918477979,0
1,6.3,0.376107059,0
1,6.3,0.397253726,0
1,6.1,0.397253726,0
1,5.9,0.376107059,0
1,6.1,5.873465489,0.054149225
1,6.8,2.773907016,0.276980295
1,6.7,3.104602672,0.498268583
1,7.3,2.173771967,0.737039252
1,7.4,2.152859066,0.881283723
1,7,0.665804845,0.960407277
1,7,2.667900757,1.011125682
1,6.6,2.501421804,1.217324645
1,6.9,0.692967518,1.320319445
1,7.4,0.530012139,1.113370849
1,8.8,1.902483215,0.828379457
1,8.6,1.407943448,0.491797454
1,8.4,3.533517109,0.109714888
1,6.9,3.553145607,0
1,6.2,3.847823424,0
1,6.8,3.322019364,0
1,7.5,4.122577212,0
1,7.9,3.590952823,0
1,8.2,1.939482907,0
1,8.8,0.672663166,0
1,9.4,0.3757965,0
1,9.7,0.396943166,0
1,10.4,0.396943166,0
1,11.2,0.3757965,0
1,11.2,0.396943166,0.108358726
1,11.4,0.396943166,0.665508408
1,11.6,4.935956624,2.348418227
1,12.1,3.725392798,5.168968024
1,13.2,3.575399439,4.412842638
1,12.9,3.272448392,2.5866449
1,13.5,2.702339914,4.151171806
1,14,2.341742918,2.610937293
1,14.5,0.888209708,2.319826194
1,14.6,0.396943166,2.498008385
1,14.6,1.157405868,3.002595809
1,14.5,2.798060422,0.822336924
1,14.7,3.146156666,0.10779248
1,14.6,2.633555063,0
1,14.6,2.374714916,0
1,14.5,2.810009306,0
1,14.1,3.370660769,0
1,13.7,2.049610384,0
1,13.6,1.41971396,0
1,13.5,0.672478315,0
1,13.4,0.375611648,0
1,13.4,0.396758315,0
1,13.3,0.396758315,0
1,13,0.375611648,0
1,12,0.396758315,0.144146923
1,11.9,0.742829036,1.33476448
1,13.5,2.593237261,4.274969076
1,15.9,2.688436999,6.076117079
1,17.2,0.787294186,7.338656157
1,18.4,0.375611648,8.097488372
1,19.6,0.396758315,8.309942753
1,20.4,0.396758315,8.074122929
1,19.6,0.375611648,7.22516483
1,20.3,0.396758315,5.916991733
1,19.5,0.396758315,4.142310814
1,19.2,0.375611648,1.937015243
1,18.3,0.396758315,0.143540564
1,17.6,0.396758315,0
1,17,0.375611648,0
1,17,1.644669285,0
1,16.1,1.901713795,0
1,15.3,1.401487762,0
1,14.2,1.700268801,0
1,13.5,0.918063075,0
1,12.6,0.375692155,0
1,11.9,0.396838822,0
1,11,0.396838822,0
1,10.7,0.375692155,0
1,10.5,1.981394184,0.143203975
1,10.1,1.746622906,1.294309441
1,11.5,1.803498944,4.121223446
1,13.7,1.088643984,5.902382176
1,15.1,2.152444163,7.134920698
1,16.1,0.665389941,7.811757524
1,17.2,0.411146787,8.008459888
1,17.8,1.382740574,7.699988237
1,18.3,0.692552614,3.14798661
1,18.5,0.529597235,2.228451606
1,18.8,0.396838822,1.536869566
1,18.5,0.561839385,0.850801039
1,17.7,1.312019192,0.134568047
1,17.4,2.101592352,0
1,15.9,1.714965617,0
1,15.2,1.286922349,0
1,15,1.77315809,0
1,13.8,1.928063666,0
1,13,1.939068004,0
1,12.2,0.918171018,0
1,11.4,0.375800098,0
1,11.6,0.396946764,0
1,11.4,0.396946764,0
1,11.4,0.375800098,0
1,11.7,2.027534212,0.10746749
1,10.6,1.901188498,0.389456184
1,11.4,2.352016997,0.821773646
1,12,1.56788928,1.529521278
1,12.5,2.151960179,1.922154917
1,13.2,0.665497884,1.587968905
1,13.8,0.962274463,1.083445355
1,13.6,1.736064003,1.085219858
1,13.6,0.692660556,0.929919088
1,13.6,0.529705178,0.804011047
1,13.9,0.968843391,0.754100127
1,14,0.937115785,0.549269962
1,13.9,2.280861636,0.106775194
1,13.7,2.559428916,0
1,13.4,2.579686791,0
1,13.5,2.169544685,0
1,13.5,3.083132657,0
1,13.1,2.826261506,0
1,12.8,1.93858402,0
1,12.8,0.918085114,0
1,13,0.375714194,0
1,12.8,0.39686086,0
1,12.7,0.39686086,0
1,12.6,0.375714194,0
1,12.6,2.348984087,0.173553267
1,12.8,1.821141124,1.299323653
1,13.1,2.252804624,2.168409802
1,13.5,1.434419876,3.959770685
1,14.9,2.152466201,3.964927123
1,16.6,0.66541198,4.399977347
1,17.2,0.411168825,5.574896374
1,16.8,1.38453839,3.40668628
1,16.9,0.692574652,5.307055307
1,17.2,0.529619273,4.655746393
1,17.3,0.39686086,2.008779106
1,16.5,0.561861423,1.192801138
1,16,1.312633156,0.168401002
1,15.2,2.102206317,0
1,14.2,1.714987655,0
1,13.5,1.730223026,0
1,12.5,2.980078111,0
1,11.9,2.813454197,0
1,11.4,1.939090042,0
1,10.5,0.918056329,0
1,9.8,0.375685409,0
1,9.5,0.396832076,0
1,8.9,0.396832076,0
1,8.7,0.375685409,0
1,8.2,3.665452825,0.212543622
1,8.7,1.965430337,2.026719155
1,10.8,2.115210623,4.33340956
1,13.5,1.088637238,6.137624969
1,15.8,2.15184549,7.38705824
1,17.4,0.665383195,5.232116081
1,18.3,0.411140041,5.854515325
1,18.9,1.38095805,5.6803211
1,19.4,0.692545868,5.499390138
1,20.9,0.529590489,3.444680038
1,21,0.396832076,4.157017416
1,20.8,0.561240712,1.918875918
1,19.2,1.312012446,0.161182871
1,17.8,2.097442125,0
1,16.9,1.711999241,0
1,16.5,1.284186044,0
1,15.4,1.76894197,0
1,15.1,1.916974505,0
1,14.8,1.938469332,0
1,14.2,0.918052956,0
1,13.7,0.375682036,0
1,13.2,0.396828702,0
1,13.2,0.396828702,0
1,12.9,0.375682036,0
1,12.9,1.402771751,0.138131652
1,13.3,1.645367561,0.590405997
1,14,2.119118389,1.106835255
1,15,1.088633864,1.559173058
1,16.1,2.152434043,1.960634925
1,16.7,0.665379822,2.253761035
1,18.1,0.411136668,1.752764827
1,18.6,1.382730455,1.075178223
1,18.7,0.692542494,0.971266236
1,18.9,0.529587116,0.805264332
1,18.2,0.396828702,0.543627348
1,16.8,0.561829265,0.393215158
1,16.2,1.312009072,0.107488827
1,15,2.101582233,0
1,14,1.714955497,0
1,13.2,1.286813391,0
1,12.6,1.773049132,0
1,11.8,2.275571407,0
1,11,1.939057884,0
1,10.4,0.672604023,0
1,9.8,0.375737356,0
1,8.8,0.396884023,0
1,8.1,0.396884023,0
1,7.6,0.375737356,0
1,7.1,0.396884023,0.107649857
1,7.6,0.396884023,0.393501938
1,9.3,3.508910925,0.695198533
1,12.2,2.809992666,0.974797438
1,14.6,2.284816872,1.817629757
1,16.3,2.060772626,2.680099534
1,18,1.961957831,4.210210936
1,18.2,2.044232412,3.562135907
1,18.3,0.888150565,4.928600084
1,19.2,0.396884023,2.543918646
1,19.2,0.396884023,2.736781884
1,19.1,2.046137347,1.661504326
1,18.2,2.371069186,0.13231912
1,16.7,2.333277031,0
1,15.8,1.158360586,0
1,15.5,1.601351413,0
1,15.2,2.115366222,0
1,14.5,2.048395932,0
1,14,1.419654816,0
1,13.9,0.672449755,0
1,13.1,0.375583089,0
1,12.8,0.396729755,0
1,12.3,0.396729755,0
1,11.8,0.375583089,0
1,11.2,0.396729755,0.269071482
1,11.8,0.396729755,1.913393211
1,12.6,2.517444505,4.365942911
1,14.2,2.290856054,6.117077577
1,17,2.290581863,7.371301299
1,18.7,2.060618358,8.082020548
1,19.9,1.961803563,8.335171346
1,21.1,2.044078144,8.05121818
1,21.3,0.887996297,7.21815256
1,21.3,0.396729755,5.929772984
1,20.6,0.396729755,3.94411665
1,21.1,2.045983079,1.034026527
1,20.2,2.374466474,0.185910832
1,19.3,2.329571208,0
1,18.4,1.158206319,0
1,18.4,1.60739508,0
1,17.6,2.126145296,0
1,17,2.045839385,0
1,16.7,1.420092475,0
1,15.8,0.917981444,0
1,15.8,0.375610524,0
1,16.3,0.396757191,0
1,16.2,0.396757191,0
1,15.9,0.375610524,0
1,15.7,0.735055301,0.194481038
1,15.6,1.276790282,0.753150539
1,15.5,1.803417312,1.368500011
1,15.6,1.088562353,2.2681903
1,15.6,2.152362531,5.957715984
1,15.7,0.66530831,3.580703443
1,16,0.411065156,4.720011201
1,16.2,1.382658943,4.52722803
1,16.4,0.692470983,2.327968378
1,16.8,0.529515604,1.844798075
1,17.5,0.396757191,3.364757827
1,17.5,0.561757753,0.860923478
1,17.3,1.311937561,0.155993116
1,17.1,2.101510721,0
1,17.2,1.714883985,0
1,16.8,1.286073665,0
1,16.3,1.772309407,0
1,15.7,1.92644793,0
1,15.6,1.938986372,0
1,15.4,0.918152128,0
1,15.4,0.375781208,0
1,15,0.396927875,0
1,14.2,0.396927875,0
1,13.7,0.375781208,0
1,13.2,1.451101392,0.261950342
1,12.8,1.678279046,1.684551737
1,12.8,2.173793263,4.368178566
1,13.4,1.390562225,6.061451001
1,13.9,2.151941289,7.280345285
1,14.4,0.665478994,7.890195532
1,13.9,0.41123584,8.106913553
1,13.4,1.381053849,5.992644668
1,14.1,0.692641667,7.007583091
1,13.9,0.529686288,5.424501357
1,13.7,0.396927875,4.054767512
1,13,0.561336511,1.392113623
1,12.8,2.096856485,0.181237866
1,12.5,2.509110906,0
1,12,2.520541475,0
1,11.3,2.226931772,0
1,10.3,3.262123388,0
1,9.7,3.039799713,0
1,9.4,1.93856513,0
1,9.2,0.918384204,0
1,8.1,0.376013284,0
1,7.3,0.397159951,0
1,7.2,0.397159951,0
1,7.3,0.376013284,0
1,7.2,4.331264117,0.255026956
1,7.7,2.450703853,2.16571777
1,7.7,2.798620195,3.880906917
1,10.1,1.513724863,5.418063843
1,12.4,2.152765291,6.557406738
1,13.6,0.66571107,7.683510825
1,14.2,0.411467916,5.964987262
1,13.3,1.383061703,5.765725246
1,13.2,0.692873743,4.40955838
1,12,0.529918364,2.623297768
1,9,0.397159951,1.600268708
1,7.2,0.93779925,0.893188468
1,7.5,2.603518562,0.182152693
1,6.7,3.165899377,0
1,6.4,3.128228312,0
1,6.1,2.951753397,0
1,5.8,3.98987307,0
1,5.8,3.621618983,0
1,6,1.939389133,0
1,6.1,0.91837251,0
1,6.2,0.37600159,0
1,6.2,0.397148257,0
1,5.6,0.397148257,0
1,5.7,0.37600159,0
1,5.2,6.291418317,0.161707321
1,6.4,2.545775138,0.613970119
1,8.2,2.502482062,1.099131458
1,10.3,1.458101941,1.156589373
1,11.2,2.152753597,1.506739268
1,11.3,0.665699376,1.629910495
1,12,0.411456222,1.096999939
1,12.8,1.383050009,1.071874537
1,12.6,0.692862049,0.9489919
1,12.7,0.52990667,0.795230194
1,13,0.397148257,0.55438919
1,12.1,0.562148819,0.299272668
1,10.7,2.278135982,0.078014028
1,9.8,2.76548757,0
1,9,2.799127986,0
1,8.3,2.619775399,0
1,7.5,3.692466355,0
1,6.9,3.456765494,0
1,6.4,1.939377439,0
1,5.3,0.91831584,0
1,5.2,0.37594492,0
1,4.4,0.397091587,0
1,4.2,0.397091587,0
1,3.4,0.37594492,0
1,3.4,7.399191875,0.21758748
1,4,2.666362798,0.721721016
1,5.9,2.581723486,1.306050713
1,9.4,1.425777625,1.817716839
1,11.1,2.152696928,2.284214613
1,12.8,0.665642707,2.573099469
1,13.9,0.411399552,2.660623472
1,14.1,1.38299334,2.521397313
1,14.4,0.692805379,3.062947622
1,15.4,0.52985,4.062874783
1,15.2,0.397091587,3.018681894
1,15,0.56209215,0.986693716
1,14.2,1.745252366,0.156646816
1,13.3,2.393829525,0
1,12.5,2.465192852,0
1,11.9,2.143704798,0
1,11.2,3.146320901,0
1,11.1,2.939178883,0
1,10.1,1.939320769,0
1,9.3,0.672673511,0
1,8.3,0.375806844,0
1,8,0.396953511,0
1,6.8,0.396953511,0
1,6.7,0.375806844,0
1,6.3,0.396953511,0.250218716
1,6.9,0.396953511,1.504124305
1,9.2,4.161806164,2.208859998
1,11.7,2.896377019,3.122979098
1,13.6,2.28488636,4.525281323
1,15.3,2.060842114,3.596536473
1,16.2,1.962027319,3.692093926
1,17.2,2.0443019,4.517357116
1,17.9,0.888220052,2.298876173
1,18.7,0.396953511,1.84148001
1,18.2,0.396953511,1.320067921
1,17.1,2.046206835,0.560633208
1,16.8,2.371138674,0.132111312
1,14.4,2.333346519,0
1,13.8,1.158430074,0
1,13.4,1.60209959,0
1,12.9,2.116114399,0
1,12.4,2.049822798,0
1,11.7,1.419724304,0
1,11.3,0.672736927,0
1,10.9,0.37587026,0
1,10.4,0.397016927,0
1,10,0.397016927,0
1,9.5,0.37587026,0
1,9,0.397016927,0.324913591
1,10.1,0.743087648,2.226214464
1,11.9,3.000179658,4.417677098
1,13.3,3.162417525,6.050118278
1,13,0.787552798,5.908160478
1,13.8,0.37587026,3.70455292
1,14.8,0.397016927,4.747351879
1,15,0.397016927,6.450526646
1,15.3,0.37587026,6.741149884
1,14,0.397016927,3.403925069
1,13.3,0.397016927,1.919165835
1,13.2,0.37587026,0.930845374
1,12.4,0.397016927,0.210586001
1,10.9,0.397016927,0
1,9.6,1.187365957,0
1,8.9,3.05762202,0
1,8.4,3.486527095,0
1,8.1,1.401746374,0
1,7.5,1.700527413,0
1,6.8,0.918263668,0
1,6.1,0.375892748,0
1,5.2,0.397039415,0
1,5.2,0.397039415,0
1,4.9,0.375892748,0
1,4.9,6.05755647,0.251004695
1,5.3,2.623496325,0.760357727
1,7.2,2.479519349,1.630812687
1,10.5,1.385611577,4.171287982
1,12.6,2.152644755,5.021004401
1,13.3,0.665590534,3.000322004
1,14.2,0.41134738,3.14195155
1,15.3,1.382941167,1.877793151
1,15.5,0.692753207,1.645807658
1,16.6,0.529797828,1.755906099
1,16.2,0.397039415,1.247179094
1,16,0.562039978,0.690743323
1,15.7,1.312219785,0.158233514
1,15.1,2.101792945,0
1,13.1,2.151854846,0
1,12.6,2.028445713,0
1,11.5,3.075871524,0
1,10.8,2.892637676,0
1,10,1.939268597,0
1,9.4,0.918063525,0
1,8.8,0.375692605,0
1,8.1,0.396839272,0
1,7.7,0.396839272,0
1,7.5,0.375692605,0
1,7.3,4.204464272,0.280268341
1,8.1,2.223368033,1.070798855
1,10.5,2.294776714,1.431934737
1,13,1.394415487,2.381889111
1,14.8,2.151852686,3.821509413
1,17.9,0.665390391,5.202359598
1,19,0.411147237,4.859513268
1,21,1.380965246,5.113494422
1,21.3,0.692553064,3.245981943
1,21.1,0.529597685,1.913971524
1,19.7,0.396839272,1.618447837
1,19.5,0.561247908,0.848567505
1,19.5,1.312019642,0.186041317
1,18.5,2.097449321,0
1,17.3,1.712006437,0
1,16.3,1.284263525,0
1,16.3,1.769019451,0
1,15.4,1.917122271,0
1,15.6,1.938476528,0
1,15.2,0.91810108,0
1,15.2,0.37573016,0
1,14.3,0.396876827,0
1,14.1,0.396876827,0
1,13.7,0.37573016,0
1,10.9,1.447362796,0.384640612
1,10.7,1.748084025,1.460376413
1,11.2,2.219723646,1.893606426
1,11.1,1.421572461,2.5922245
1,11.9,2.152482167,3.550839041
1,14.2,0.665427946,4.857430065
1,15.1,0.411184792,8.350767407
1,15.8,1.384554357,8.021756637
1,16.5,0.692590619,7.204811994
1,16.8,0.52963524,5.933761668
1,17.2,0.396876827,4.167567952
1,17.4,0.561877389,2.065784267
1,16.7,1.312649123,0.262538408
1,15.4,2.102222283,0
1,14.7,1.715003621,0
1,13.6,1.29473062,0
1,12.6,2.212650793,0
1,11.7,2.302938959,0
1,10.9,1.939106009,0
1,10.4,0.918003707,0
1,9.8,0.375632787,0
1,9.2,0.396779454,0
1,8.4,0.396779454,0
1,8,0.375632787,0
1,7.6,3.537993928,0.279546476
1,8.8,1.859786265,0.792033645
1,10.7,2.109558945,1.671856955
1,15.2,1.088584616,3.47848395
1,18.7,2.151792868,3.629347878
1,20.5,0.665330573,4.972311142
1,21.3,0.411087419,2.611584665
1,21.7,1.380905428,2.507587865
1,21.9,0.692493246,2.174052414
1,22.7,0.529537867,2.097566464
1,22.4,0.396779454,1.217103513
1,22,0.56118809,0.684181305
1,21.3,1.311959824,0.183184325
1,20,2.097389503,0
1,18.8,1.711946619,0
1,16.8,1.283619463,0
1,15.9,1.768375389,0
1,14.7,1.915893966,0
1,13.4,1.93841671,0
1,12.4,0.91793197,0
1,11.7,0.37556105,0
1,10.8,0.396707717,0
1,10.1,0.396707717,0
1,9.6,0.37556105,0
1,9.7,2.081596713,0.189396336
1,10.5,1.657209102,0.524318231
1,12.3,1.803367839,0.961313606
1,15.6,1.088512879,1.693802906
1,17.8,2.152313058,1.523765751
1,19.5,0.665258836,1.729708888
1,21.5,0.411015682,2.425780129
1,21.8,1.382609469,2.306826333
1,22.8,0.692421509,1.98957992
1,23.3,0.52946613,1.591670917
1,24.6,0.396707717,1.093051051
1,24.6,0.56170828,0.609301009
1,23.2,1.311888087,0.156519319
1,21.8,2.101461247,0
1,20,1.714834512,0
1,18.8,1.285503813,0
1,17.2,1.771739554,0
1,16.5,1.925357699,0
1,16,1.938936899,0
1,15.8,0.672443908,0
1,15.5,0.375577242,0
1,15.1,0.396723908,0
1,14.4,0.396723908,0
1,14.2,0.375577242,0
1,14.5,0.396723908,0.273393841
1,15,0.396723908,0.809362311
1,15.6,1.067303791,1.364488754
1,15.6,1.844563384,2.598899948
1,16.2,2.284656757,5.4563287
1,17,2.060612511,4.897180606
1,19.9,1.961797716,2.558882577
1,19.4,2.044072298,2.466736103
1,22.3,0.88799045,2.173501789
1,21.1,0.396723908,1.738630844
1,20.9,0.396723908,0.976519043
1,20.8,2.045977232,0.39558432
1,19.9,2.370909072,0.104215708
1,18.5,2.333116916,0
1,17.2,1.158200472,0
1,16.1,1.599632697,0
1,14.5,2.113647506,0
1,13.2,2.045118613,0
1,12.2,1.419494702,0
1,11.2,0.672456052,0
1,10.3,0.375589385,0
1,9.7,0.396736052,0
1,9.2,0.396736052,0
1,8.7,0.375589385,0
1,8.3,0.396736052,0.213869863
1,10,0.396736052,0.719076247
1,12.6,1.068499786,1.200341079
1,16.6,1.845759379,1.695387761
1,19.7,2.29058816,2.063681544
1,20.2,2.060624655,2.315919531
1,22.5,1.96180986,2.386163104
1,22.9,2.044084441,2.290972925
1,23,0.888002594,2.008135938
1,23.3,0.396736052,1.622710386
1,23.5,0.396736052,1.141476104
1,23.5,2.045989376,0.641172288
1,21.4,2.374472771,0.183684298
1,20.2,2.329577504,0
1,19.2,1.158212615,0
1,17.8,1.607467606,0
1,16.3,2.126217823,0
1,15,2.045978141,0
1,14.4,1.420098771,0
1,13.2,0.918038788,0
1,12.8,0.375667868,0
1,12.1,0.396814535,0
1,11.7,0.396814535,0
1,11.5,0.375667868,0
1,11.5,0.396814535,0.365130683
1,12,1.276847627,1.026335063
1,12.6,1.803474657,1.700276281
1,13.9,1.088619697,2.335480494
1,15.7,2.152419875,4.893279066
1,16.5,0.665365654,5.987758774
1,16.2,0.4111225,6.566993798
1,16.3,1.382716287,6.324343765
1,17.2,0.692528327,5.727440337
1,18.2,0.529572948,4.62442191
1,18.4,0.396814535,2.16137692
1,18.8,0.561815098,1.348106778
1,18.8,1.311994905,0.316049815
1,18.3,2.101568065,0
1,17.1,1.71494133,0
1,16,1.28666085,0
1,15.6,1.772896591,0
1,14.9,1.927564955,0
1,15.3,1.939043717,0
1,14.1,0.917945463,0
1,13.6,0.375574543,0
1,13.6,0.39672121,0
1,12.9,0.39672121,0
1,12.1,0.375574543,0.027203904
1,12.3,0.39672121,0.543996189
1,13,1.274978524,2.545700443
1,15.4,1.803973258,4.724537186
1,17.2,1.088526372,6.433424673
1,18.5,2.151734624,7.61531048
1,19.2,0.665272329,8.247107242
1,20.5,0.411029175,8.364885477
1,21.1,1.380847184,8.030127914
1,21.3,0.692435002,7.221405955
1,21.7,0.529479623,5.914246736
1,22,0.39672121,4.166687756
1,21.1,0.561129846,2.097491102
1,20.5,1.31190158,0.309437918
1,18.8,2.097331259,0
1,17.6,1.711888375,0
1,16.3,1.282995561,0
1,15.5,1.767751487,0
1,14.4,1.914704405,0
1,13.4,1.938358466,0
1,12.8,0.918000109,0
1,12,0.375629189,0
1,10.8,0.396775856,0
1,9.7,0.396775856,0
1,9.4,0.375629189,0.026765152
1,8.8,0.396775856,0.466817031
1,9.7,1.276808947,1.458253967
1,11.7,1.803435977,4.270310475
1,14.8,1.088581018,6.173146232
1,17.3,2.152381196,6.472291274
1,19.3,0.665326975,5.726229726
1,19.3,0.411083821,8.011737159
1,21.2,1.382677608,7.265183771
1,21.9,0.692489648,6.897621777
1,22.5,0.529534269,5.672102799
1,21.9,0.396775856,4.017477692
1,21.4,0.561776418,2.034706021
1,20.5,1.311956226,0.279936454
1,19.1,2.101529386,0
1,17.9,1.71490265,0
1,16.8,1.286244389,0
1,15.2,1.77248013,0
1,14.2,1.926770713,0
1,13.6,1.939005038,0
1,12.8,0.917902286,0
1,12.1,0.375531366,0
1,11.5,0.396678033,0
1,11.2,0.396678033,0
1,10.4,0.375531366,0.026520267
1,10.2,0.396678033,0.492472294
1,11.5,1.276711124,2.27357739
1,13.6,1.803338155,4.516510629
1,16.2,1.088483195,6.1307468
1,19.7,2.152283373,7.225566222
1,21.2,0.665229152,7.902743624
1,22.7,0.410985998,8.023454088
1,24.2,1.382579785,7.734720625
1,23.6,0.692391825,6.94022586
1,23.4,0.529436446,5.666230835
1,22.9,0.396678033,4.01226372
1,22.5,0.561678595,1.39210958
1,21.1,1.311858403,0.302581137
1,21.3,2.101431563,0
1,20.1,1.714804827,0
1,19.5,1.285161902,0
1,18.6,1.771397643,0
1,17.9,1.924703561,0
1,17.1,1.938907215,0
1,16.3,0.917747344,0
1,15.4,0.375376424,0
1,15.2,0.396523091,0
1,14.9,0.396523091,0
1,14.8,0.375376424,0.0263264
1,14.8,0.396523091,0.486579655
1,15.6,1.276556182,2.227164203
1,17.6,1.803183212,4.441801868
1,19.8,1.088328252,5.999205131
1,22.2,2.152128431,7.073507298
1,23.5,0.66507421,7.648704349
1,25,0.410831056,7.8240954
1,25.8,1.382424843,7.48493357
1,26,0.692236883,6.375587551
1,27.3,0.529281504,4.910055016
1,27,0.396523091,2.909447747
1,25.6,0.561523653,1.096896654
1,24.7,1.311703461,0.305397315
1,24,2.101276621,0
1,22.3,1.714649885,0
1,20.8,1.283377228,0
1,19.7,1.769612969,0
1,18.4,1.921289155,0
1,17.5,1.938752272,0
1,16.5,0.672344511,0
1,15.6,0.375477845,0
1,14.6,0.396624511,0
1,14.8,0.396624511,0
1,16.1,0.375477845,0.026244771
1,15.3,0.396624511,0.384657846
1,16.1,0.396624511,1.153362392
1,18,1.067204394,1.892682175
1,18.7,1.844463987,4.316516141
1,20.4,2.28455736,4.658669752
1,21.1,2.060513114,7.224211202
1,22.4,1.961698319,5.564479571
1,23.2,2.043972901,5.030936277
1,22.6,0.887891053,6.092808071
1,22,0.396624511,5.695798834
1,21.7,0.396624511,4.004762108
1,20.3,2.045877835,2.057100406
1,19.9,2.370809675,0.337625141
1,19.9,2.333017519,0
1,18.9,1.158101075,0
1,18.3,1.598487811,0
1,18,2.11250262,0
1,17.3,2.04292824,0
1,17.4,1.419395305,0
1,17.3,0.672600425,0
1,16.9,0.375733758,0
1,13.3,0.396880425,0
1,11.9,0.396880425,0
1,12.9,0.375733758,0.026744745
1,12.8,0.396880425,0.532850627
1,13.2,0.742951146,2.290034399
1,12.9,1.373517262,4.679846213
1,14,2.260692713,6.353088546
1,14.2,0.787416296,7.492916503
1,14.7,0.375733758,8.148424147
1,14.5,0.396880425,8.297206442
1,14.5,0.396880425,7.915987931
1,16.3,0.375733758,7.134489328
1,16.1,0.396880425,5.87077524
1,15.7,0.396880425,4.169551898
1,14.6,0.375733758,2.125348978
1,13,0.396880425,0.337227203
1,13.6,0.396880425,0
1,13.1,0.375733758,0
1,13,1.644791395,0
1,12.6,1.901835905,0
1,12.3,1.401609872,0
1,11.9,1.700390911,0
1,11.8,0.918125592,0
1,11.8,0.375754672,0
1,11.7,0.396901339,0
1,11.8,0.396901339,0
1,11.7,0.375754672,0.06724276
1,12.3,0.396901339,0.585057954
1,12.4,1.27693443,2.427675094
1,13,1.803561461,4.408862943
1,14,1.088706501,6.326727308
1,14.4,2.152506679,7.470931165
1,14.6,0.665452458,8.103995745
1,14.4,0.411209304,8.250784119
1,14.6,1.382803091,7.921282252
1,15.2,0.692615131,7.141427332
1,15.2,0.529659752,5.880254735
1,15.1,0.396901339,4.1532457
1,14.7,0.561901901,2.138617132
1,14.2,1.312081709,0.363753264
1,14.2,2.101654869,0
1,14.1,1.715028133,0
1,14,1.287595466,0
1,13.9,1.773831207,0
1,13.5,1.929347383,0
1,13.4,1.939130521,0
1,13.6,0.918042162,0
1,13.2,0.375671242,0
1,13.6,0.396817908,0
1,14.6,0.396817908,0
1,14.6,0.375671242,0.040850239
1,14.9,0.396817908,0.484645063
1,15.1,1.275075222,1.253493661
1,16.3,1.804069956,1.972709771
1,17,1.08862307,2.653315698
1,16.4,2.151831323,3.570806761
1,16.2,0.665369028,6.577937724
1,16.2,0.411125873,8.042636424
1,16.8,1.380943883,7.740091571
1,15.8,0.6925317,6.964732011
1,15.2,0.529576321,5.680359808
1,15.3,0.396817908,4.023376065
1,15.1,0.561226545,2.076791598
1,14.9,1.311998278,0.361181971
1,15.2,2.097427957,0
1,14.7,1.711985073,0
1,14.7,1.284033503,0
